Date,HomeTeam,AwayTeam,FTHG,FTAG
2017-04-16,Orebro,Ostersunds,2,1
2017-04-16,Djurgarden,Elfsborg,3,0
2017-04-16,Sundsvall,Hacken,1,2
2017-04-17,AIK,Hammarby,1,2
2017-04-17,Kalmar,Jonkopings,1,3
2017-04-17,Goteborg,AFC Eskilstuna,1,1
2017-04-17,Norrkoping,Sirius,0,2
2017-04-20,Elfsborg,Orebro,3,0
2017-04-22,Jonkopings,AIK,2,1
2017-04-23,Hacken,Norrkoping,1,2
2017-04-23,Hammarby,Sundsvall,0,0
2017-04-23,AFC Eskilstuna,Halmstad,0,0
2017-04-23,Ostersunds,Goteborg,1,1
2017-04-24,Malmo FF,Djurgarden,3,2
2017-04-24,Sirius,Kalmar,3,0
2017-04-26,AFC Eskilstuna,Ostersunds,1,3
2017-04-26,Goteborg,Hammarby,1,1
2017-04-26,Orebro,Hacken,0,0
2017-04-26,Sundsvall,Elfsborg,1,1
2017-04-27,AIK,Sirius,1,0
2017-04-27,Halmstad,Djurgarden,0,1
2017-04-27,Kalmar,Malmo FF,0,0
2017-04-27,Norrkoping,Jonkopings,3,0
2017-04-29,Hammarby,AFC Eskilstuna,4,0
2017-04-30,AIK,Sundsvall,0,0
2017-05-01,Kalmar,Halmstad,2,0
2017-05-01,Malmo FF,Orebro,2,1
2017-05-01,Djurgarden,Norrkoping,3,3
2017-05-01,Sirius,Jonkopings,1,1
2017-05-02,Elfsborg,Ostersunds,4,4
2017-05-02,Hacken,Goteborg,4,0
2017-05-05,Hacken,Sirius,2,2
2017-05-06,Halmstad,AIK,0,1
2017-05-07,Goteborg,Kalmar,3,0
2017-05-07,Ostersunds,Hammarby,2,1
2017-05-07,Jonkopings,AFC Eskilstuna,1,0
2017-05-07,Orebro,Djurgarden,0,4
2017-05-08,Elfsborg,Malmo FF,1,2
2017-05-08,Norrkoping,Sundsvall,0,0
2017-05-12,AFC Eskilstuna,Norrkoping,1,2
2017-05-13,AIK,Orebro,1,0
2017-05-13,Kalmar,Hacken,0,1
2017-05-14,Halmstad,Hammarby,1,2
2017-05-14,Sundsvall,Jonkopings,0,0
2017-05-14,Malmo FF,Ostersunds,2,1
2017-05-14,Sirius,Elfsborg,4,1
2017-05-15,Djurgarden,Goteborg,1,0
2017-05-16,Norrkoping,Kalmar,2,0
2017-05-17,Hacken,Halmstad,2,1
2017-05-17,Hammarby,Malmo FF,1,1
2017-05-17,Orebro,Sundsvall,0,2
2017-05-17,Ostersunds,Sirius,0,0
2017-05-18,Elfsborg,AFC Eskilstuna,2,1
2017-05-18,Jonkopings,Djurgarden,1,1
2017-05-20,Ostersunds,Kalmar,2,1
2017-05-20,Halmstad,Orebro,0,0
2017-05-21,AFC Eskilstuna,Hacken,0,0
2017-05-21,Sirius,Hammarby,1,1
2017-05-21,Malmo FF,Norrkoping,1,2
2017-05-22,Djurgarden,AIK,0,1
2017-05-22,Elfsborg,Jonkopings,3,0
2017-05-22,Sundsvall,Goteborg,0,4
2017-05-27,Djurgarden,AFC Eskilstuna,4,1
2017-05-27,Kalmar,Sundsvall,3,0
2017-05-27,Norrkoping,Halmstad,3,2
2017-05-28,Hammarby,Jonkopings,2,2
2017-05-28,Goteborg,Elfsborg,1,1
2017-05-29,AIK,Malmo FF,0,1
2017-05-29,Hacken,Ostersunds,0,1
2017-05-29,Orebro,Sirius,2,1
2017-06-01,Norrkoping,AIK,0,0
2017-06-02,Elfsborg,Hacken,2,0
2017-06-03,Kalmar,Orebro,0,1
2017-06-03,Ostersunds,Sundsvall,3,1
2017-06-03,Jonkopings,Malmo FF,1,2
2017-06-04,AFC Eskilstuna,AIK,1,3
2017-06-04,Hammarby,Djurgarden,3,1
2017-06-04,Norrkoping,Goteborg,2,0
2017-06-04,Sirius,Halmstad,2,1
2017-07-01,Malmo FF,AFC Eskilstuna,3,2
2017-07-01,Sundsvall,Sirius,1,2
2017-07-01,Halmstad,Elfsborg,1,1
2017-07-02,Jonkopings,Goteborg,0,2
2017-07-02,AIK,Ostersunds,2,2
2017-07-02,Orebro,Norrkoping,4,2
2017-07-03,Djurgarden,Kalmar,4,1
2017-07-03,Hacken,Hammarby,2,0
2017-07-08,Hammarby,Orebro,3,1
2017-07-08,Sirius,AFC Eskilstuna,1,0
2017-07-08,Hacken,Malmo FF,0,1
2017-07-09,Norrkoping,Elfsborg,1,3
2017-07-09,Kalmar,AIK,0,1
2017-07-09,Ostersunds,Jonkopings,1,1
2017-07-10,Djurgarden,Sundsvall,2,1
2017-07-10,Goteborg,Halmstad,1,1
2017-07-15,AFC Eskilstuna,Kalmar,2,1
2017-07-15,Malmo FF,Sirius,3,3
2017-07-15,Sundsvall,Halmstad,1,0
2017-07-16,Orebro,Goteborg,4,2
2017-07-16,AIK,Norrkoping,1,0
2017-07-16,Ostersunds,Djurgarden,2,1
2017-07-17,Elfsborg,Hammarby,3,0
2017-07-17,Jonkopings,Hacken,0,1
2017-07-22,Halmstad,Sundsvall,2,2
2017-07-22,Malmo FF,Jonkopings,2,0
2017-07-22,Sirius,Hacken,2,2
2017-07-23,Djurgarden,Ostersunds,3,0
2017-07-23,Goteborg,Orebro,2,2
2017-07-23,Kalmar,AFC Eskilstuna,2,0
2017-07-24,Hammarby,Elfsborg,2,1
2017-07-29,Elfsborg,Sirius,0,2
2017-07-29,Jonkopings,Hammarby,1,0
2017-07-29,Sundsvall,Malmo FF,0,1
2017-07-30,Goteborg,Norrkoping,4,1
2017-07-30,Ostersunds,Halmstad,0,0
2017-07-30,AIK,Kalmar,0,1
2017-07-31,AFC Eskilstuna,Djurgarden,1,2
2017-07-31,Hacken,Orebro,1,1
2017-08-05,Halmstad,Jonkopings,6,1
2017-08-05,Orebro,Elfsborg,2,2
2017-08-06,Hammarby,Hacken,1,2
2017-08-06,Kalmar,Goteborg,1,0
2017-08-06,Sundsvall,Ostersunds,1,1
2017-08-06,Sirius,AIK,1,4
2017-08-07,Djurgarden,Malmo FF,0,1
2017-08-07,Norrkoping,AFC Eskilstuna,1,0
2017-08-10,Goteborg,AIK,2,1
2017-08-11,Malmo FF,Kalmar,6,0
2017-08-12,Halmstad,Sirius,0,3
2017-08-13,AIK,AFC Eskilstuna,1,1
2017-08-13,Hammarby,Ostersunds,2,2
2017-08-13,Jonkopings,Orebro,1,2
2017-08-13,Norrkoping,Djurgarden,0,1
2017-08-14,Elfsborg,Goteborg,1,2
2017-08-14,Hacken,Sundsvall,2,0
2017-08-18,Jonkopings,Elfsborg,2,2
2017-08-19,AFC Eskilstuna,Malmo FF,3,1
2017-08-20,Djurgarden,Halmstad,2,1
2017-08-20,Ostersunds,AIK,0,3
2017-08-20,Goteborg,Hacken,1,1
2017-08-20,Sirius,Norrkoping,0,1
2017-08-21,Orebro,Hammarby,0,3
2017-08-21,Sundsvall,Kalmar,1,3
2017-08-26,AFC Eskilstuna,Hammarby,0,0
2017-08-27,AIK,Djurgarden,1,1
2017-08-27,Hacken,Jonkopings,3,1
2017-08-27,Kalmar,Sirius,4,2
2017-08-27,Norrkoping,Ostersunds,0,2
2017-08-27,Elfsborg,Halmstad,1,0
2017-08-27,Malmo FF,Goteborg,2,2
2017-08-27,Sundsvall,Orebro,2,1
2017-09-09,Ostersunds,AFC Eskilstuna,3,0
2017-09-10,Elfsborg,Kalmar,2,2
2017-09-10,Halmstad,Hacken,0,3
2017-09-10,Hammarby,AIK,1,1
2017-09-10,Orebro,Malmo FF,2,1
2017-09-10,Jonkopings,Norrkoping,1,2
2017-09-10,Sirius,Sundsvall,0,1
2017-09-11,Goteborg,Djurgarden,1,3
2017-09-15,Kalmar,Norrkoping,1,1
2017-09-16,Goteborg,Jonkopings,1,1
2017-09-16,Djurgarden,Orebro,4,1
2017-09-16,Hacken,Elfsborg,3,0
2017-09-17,AIK,Halmstad,4,1
2017-09-17,Sirius,Ostersunds,0,5
2017-09-17,Malmo FF,Hammarby,4,0
2017-09-18,AFC Eskilstuna,Sundsvall,1,2
2017-09-19,Elfsborg,Djurgarden,2,2
2017-09-19,Norrkoping,Hacken,4,1
2017-09-20,Halmstad,Kalmar,1,1
2017-09-20,Hammarby,Goteborg,2,1
2017-09-20,Jonkopings,Sirius,3,1
2017-09-20,Ostersunds,Malmo FF,2,2
2017-09-21,Orebro,AFC Eskilstuna,2,3
2017-09-21,Sundsvall,AIK,0,0
2017-09-23,Halmstad,Norrkoping,2,1
2017-09-24,Djurgarden,Hammarby,1,1
2017-09-24,Kalmar,Ostersunds,2,1
2017-09-24,Hacken,AIK,1,6
2017-09-24,Jonkopings,Sundsvall,2,2
2017-09-25,AFC Eskilstuna,Goteborg,1,0
2017-09-25,Malmo FF,Elfsborg,6,0
2017-09-25,Sirius,Orebro,3,4
2017-09-29,Goteborg,Sirius,4,0
2017-09-30,AFC Eskilstuna,Jonkopings,1,1
2017-10-01,Malmo FF,Halmstad,2,0
2017-10-01,Ostersunds,Hacken,0,0
2017-10-01,Sundsvall,Djurgarden,0,5
2017-10-01,AIK,Elfsborg,5,2
2017-10-01,Hammarby,Norrkoping,0,2
2017-10-01,Orebro,Kalmar,1,0
2017-10-14,Halmstad,Goteborg,1,2
2017-10-14,Hacken,AFC Eskilstuna,3,0
2017-10-14,Ostersunds,Orebro,3,0
2017-10-15,AIK,Jonkopings,2,0
2017-10-15,Elfsborg,Sundsvall,2,1
2017-10-15,Sirius,Djurgarden,2,0
2017-10-16,Kalmar,Hammarby,2,0
2017-10-16,Norrkoping,Malmo FF,1,3
2017-10-20,Orebro,Halmstad,0,1
2017-10-21,AFC Eskilstuna,Elfsborg,2,3
2017-10-22,Goteborg,Ostersunds,0,1
2017-10-22,Sundsvall,Norrkoping,2,2
2017-10-22,Djurgarden,Hacken,1,1
2017-10-23,Hammarby,Sirius,3,3
2017-10-23,Jonkopings,Kalmar,2,0
2017-10-23,Malmo FF,AIK,0,0
2017-10-28,Ostersunds,Elfsborg,4,1
2017-10-28,Halmstad,AFC Eskilstuna,1,1
2017-10-29,Sirius,Malmo FF,0,4
2017-10-29,Sundsvall,Hammarby,1,4
2017-10-29,Djurgarden,Jonkopings,0,0
2017-10-29,Hacken,Kalmar,2,0
2017-10-30,AIK,Goteborg,2,1
2017-10-30,Norrkoping,Orebro,2,0
2017-11-05,AFC Eskilstuna,Sirius,1,3
2017-11-05,Elfsborg,Norrkoping,3,3
2017-11-05,Goteborg,Sundsvall,0,3
2017-11-05,Hammarby,Halmstad,1,3
2017-11-05,Jonkopings,Ostersunds,0,0
2017-11-05,Kalmar,Djurgarden,0,2
2017-11-05,Malmo FF,Hacken,1,2
2017-11-05,Orebro,AIK,1,2
2017-11-15,Trelleborgs,Jonkopings,2,0
2017-11-19,Jonkopings,Trelleborgs,1,1
2018-04-01,Hacken,Kalmar,1,0
2018-04-01,Hammarby,Sirius,3,1
2018-04-01,Ostersunds,Djurgarden,0,1
2018-04-01,Trelleborgs,Goteborg,1,3
2018-04-02,AIK,Dalkurd,2,0
2018-04-02,Norrkoping,Brommapojkarna,2,1
2018-04-02,Elfsborg,Malmo FF,1,2
2018-04-02,Sundsvall,Orebro,0,0
2018-04-07,Orebro,Norrkoping,1,1
2018-04-08,Djurgarden,Trelleborgs,1,1
2018-04-08,Kalmar,Elfsborg,1,0
2018-04-08,Dalkurd,Ostersunds,3,0
2018-04-09,Brommapojkarna,Hacken,2,0
2018-04-09,Malmo FF,AIK,1,1
2018-04-10,Goteborg,Hammarby,1,2
2018-04-13,Sundsvall,Malmo FF,2,2
2018-04-13,Trelleborgs,Orebro,1,2
2018-04-14,Elfsborg,Sirius,0,1
2018-04-14,Hacken,Dalkurd,3,0
2018-04-15,AIK,Djurgarden,2,0
2018-04-15,Norrkoping,Kalmar,3,1
2018-04-15,Ostersunds,Goteborg,2,1
2018-04-16,Hammarby,Brommapojkarna,4,0
2018-04-17,Sundsvall,Trelleborgs,1,0
2018-04-18,Djurgarden,Malmo FF,3,0
2018-04-18,Kalmar,Ostersunds,1,1
2018-04-18,Orebro,AIK,1,1
2018-04-18,Sirius,Hacken,0,0
2018-04-19,Brommapojkarna,Elfsborg,0,2
2018-04-19,Goteborg,Dalkurd,1,0
2018-04-19,Hammarby,Norrkoping,2,1
2018-04-21,Ostersunds,Orebro,0,2
2018-04-22,Dalkurd,Sundsvall,2,2
2018-04-22,Hacken,Hammarby,2,2
2018-04-22,AIK,Goteborg,2,0
2018-04-22,Trelleborgs,Kalmar,0,1
2018-04-23,Elfsborg,Djurgarden,2,2
2018-04-23,Malmo FF,Brommapojkarna,3,1
2018-04-23,Norrkoping,Sirius,1,0
2018-04-27,AIK,Sirius,2,0
2018-04-28,Goteborg,Hacken,2,1
2018-04-29,Djurgarden,Hammarby,1,2
2018-04-29,Sundsvall,Elfsborg,2,1
2018-04-29,Kalmar,Malmo FF,3,0
2018-04-29,Norrkoping,Trelleborgs,1,2
2018-04-30,Brommapojkarna,Ostersunds,0,4
2018-04-30,Orebro,Dalkurd,3,2
2018-05-02,Sirius,AIK,2,3
2018-05-03,Malmo FF,Djurgarden,1,0
2018-05-05,Hammarby,Sundsvall,4,3
2018-05-05,Ostersunds,Norrkoping,0,2
2018-05-06,Brommapojkarna,Djurgarden,1,0
2018-05-06,Dalkurd,Kalmar,1,2
2018-05-06,Elfsborg,AIK,0,0
2018-05-06,Trelleborgs,Hacken,0,3
2018-05-07,Malmo FF,Goteborg,1,2
2018-05-07,Sirius,Orebro,2,4
2018-05-12,Sundsvall,Brommapojkarna,3,0
2018-05-13,Djurgarden,Dalkurd,1,0
2018-05-13,Goteborg,Norrkoping,0,2
2018-05-13,Orebro,Hammarby,1,2
2018-05-13,Trelleborgs,Malmo FF,1,0
2018-05-14,AIK,Ostersunds,1,1
2018-05-14,Hacken,Elfsborg,5,0
2018-05-14,Kalmar,Sirius,1,0
2018-05-16,Hammarby,Malmo FF,3,2
2018-05-17,Djurgarden,Orebro,2,0
2018-05-18,Brommapojkarna,Kalmar,2,1
2018-05-19,Sirius,Trelleborgs,1,1
2018-05-19,Sundsvall,Ostersunds,2,3
2018-05-19,Norrkoping,Dalkurd,4,2
2018-05-20,Hammarby,AIK,0,1
2018-05-20,Malmo FF,Hacken,2,0
2018-05-21,Elfsborg,Goteborg,1,1
2018-05-22,Orebro,Kalmar,2,1
2018-05-23,Hacken,AIK,1,1
2018-05-23,Norrkoping,Sundsvall,1,0
2018-05-23,Ostersunds,Sirius,5,2
2018-05-24,Dalkurd,Elfsborg,1,4
2018-05-24,Goteborg,Djurgarden,1,3
2018-05-24,Trelleborgs,Brommapojkarna,2,1
2018-05-26,AIK,Norrkoping,3,3
2018-05-26,Ostersunds,Hacken,2,0
2018-05-27,Kalmar,Hammarby,1,1
2018-05-27,Malmo FF,Dalkurd,1,1
2018-05-27,Sundsvall,Goteborg,2,0
2018-05-27,Brommapojkarna,Orebro,0,0
2018-05-27,Elfsborg,Trelleborgs,2,1
2018-05-27,Sirius,Djurgarden,1,5
2018-07-03,Sirius,Sundsvall,1,3
2018-07-07,Sirius,Malmo FF,0,4
2018-07-07,Dalkurd,Brommapojkarna,3,0
2018-07-07,Hacken,Sundsvall,3,0
2018-07-07,Trelleborgs,AIK,1,4
2018-07-08,Goteborg,Kalmar,1,3
2018-07-08,Djurgarden,Norrkoping,1,1
2018-07-08,Orebro,Elfsborg,1,2
2018-07-09,Hammarby,Ostersunds,1,2
2018-07-14,Brommapojkarna,Sirius,0,1
2018-07-14,Dalkurd,Trelleborgs,2,2
2018-07-14,Malmo FF,Ostersunds,1,1
2018-07-14,Goteborg,Orebro,2,0
2018-07-15,Kalmar,Djurgarden,0,1
2018-07-15,Norrkoping,Hacken,2,1
2018-07-15,Sundsvall,AIK,0,1
2018-07-16,Elfsborg,Hammarby,0,0
2018-07-21,Orebro,Malmo FF,1,2
2018-07-21,Ostersunds,Trelleborgs,4,1
2018-07-21,Kalmar,Sundsvall,0,2
2018-07-22,AIK,Brommapojkarna,5,1
2018-07-22,Djurgarden,Hacken,2,1
2018-07-22,Sirius,Goteborg,3,2
2018-07-23,Hammarby,Dalkurd,4,1
2018-07-23,Norrkoping,Elfsborg,1,0
2018-07-28,Goteborg,Brommapojkarna,3,0
2018-07-28,Ostersunds,Elfsborg,1,0
2018-07-28,Dalkurd,Sirius,1,3
2018-07-28,Malmo FF,Norrkoping,2,1
2018-07-29,AIK,Kalmar,1,0
2018-07-29,Djurgarden,Sundsvall,1,1
2018-07-29,Hacken,Orebro,1,1
2018-07-30,Trelleborgs,Hammarby,1,3
2018-08-04,Brommapojkarna,Dalkurd,2,1
2018-08-04,Kalmar,Goteborg,2,1
2018-08-05,Hammarby,Trelleborgs,1,0
2018-08-05,Orebro,Hacken,1,2
2018-08-06,Elfsborg,Ostersunds,0,2
2018-08-06,Sundsvall,Norrkoping,1,1
2018-08-10,Dalkurd,Malmo FF,0,1
2018-08-10,Goteborg,Sirius,2,3
2018-08-11,Orebro,Brommapojkarna,0,1
2018-08-12,Hacken,Djurgarden,5,0
2018-08-12,Ostersunds,Kalmar,2,0
2018-08-12,AIK,Elfsborg,1,0
2018-08-13,Norrkoping,Hammarby,0,0
2018-08-13,Trelleborgs,Sundsvall,1,6
2018-08-17,Sirius,Dalkurd,2,3
2018-08-18,Malmo FF,Trelleborgs,3,0
2018-08-19,Elfsborg,Norrkoping,0,1
2018-08-19,Sundsvall,Hacken,0,2
2018-08-19,Brommapojkarna,AIK,0,2
2018-08-19,Djurgarden,Kalmar,0,2
2018-08-20,Goteborg,Ostersunds,2,1
2018-08-20,Hammarby,Orebro,2,0
2018-08-26,Hacken,Brommapojkarna,6,0
2018-08-26,Malmo FF,Sirius,5,0
2018-08-26,Ostersunds,Sundsvall,1,2
2018-08-26,AIK,Trelleborgs,2,0
2018-08-26,Djurgarden,Elfsborg,2,2
2018-08-27,Dalkurd,Hammarby,2,3
2018-08-27,Kalmar,Orebro,0,1
2018-08-27,Norrkoping,Goteborg,2,1
2018-08-31,Trelleborgs,Norrkoping,1,1
2018-09-01,AIK,Hacken,3,0
2018-09-01,Orebro,Ostersunds,2,1
2018-09-02,Brommapojkarna,Malmo FF,0,3
2018-09-02,Dalkurd,Goteborg,1,1
2018-09-02,Hammarby,Djurgarden,1,3
2018-09-02,Elfsborg,Kalmar,1,1
2018-09-02,Sundsvall,Sirius,4,0
2018-09-15,Orebro,Sundsvall,2,1
2018-09-15,Ostersunds,Malmo FF,2,3
2018-09-16,Norrkoping,AIK,2,0
2018-09-16,Djurgarden,Brommapojkarna,0,1
2018-09-16,Goteborg,Elfsborg,2,2
2018-09-17,Hacken,Trelleborgs,2,1
2018-09-17,Kalmar,Dalkurd,0,0
2018-09-17,Sirius,Hammarby,1,1
2018-09-21,Brommapojkarna,Sundsvall,1,3
2018-09-22,Elfsborg,Orebro,1,0
2018-09-22,Sirius,Ostersunds,0,1
2018-09-22,Trelleborgs,Djurgarden,0,3
2018-09-22,Dalkurd,Norrkoping,0,2
2018-09-23,AIK,Hammarby,1,0
2018-09-23,Malmo FF,Kalmar,4,0
2018-09-24,Hacken,Goteborg,4,1
2018-09-25,Orebro,Sirius,0,0
2018-09-26,Hammarby,Elfsborg,0,1
2018-09-26,Norrkoping,Malmo FF,3,1
2018-09-26,Ostersunds,Brommapojkarna,3,1
2018-09-26,Sundsvall,Djurgarden,1,1
2018-09-26,Trelleborgs,Dalkurd,0,1
2018-09-27,Goteborg,AIK,0,2
2018-09-27,Kalmar,Hacken,1,2
2018-09-29,Sirius,Norrkoping,1,1
2018-09-30,Dalkurd,AIK,0,4
2018-09-30,Kalmar,Brommapojkarna,1,1
2018-09-30,Djurgarden,Ostersunds,0,2
2018-09-30,Malmo FF,Sundsvall,0,0
2018-10-01,Elfsborg,Hacken,0,3
2018-10-01,Hammarby,Goteborg,3,0
2018-10-01,Orebro,Trelleborgs,4,0
2018-10-05,Ostersunds,Dalkurd,3,0
2018-10-06,Sirius,Elfsborg,4,2
2018-10-06,Goteborg,Trelleborgs,2,2
2018-10-07,Hacken,Malmo FF,1,1
2018-10-07,AIK,Orebro,1,1
2018-10-07,Brommapojkarna,Hammarby,2,4
2018-10-07,Norrkoping,Djurgarden,1,1
2018-10-08,Sundsvall,Kalmar,2,0
2018-10-20,Malmo FF,Hammarby,2,1
2018-10-20,Dalkurd,Orebro,1,0
2018-10-21,Djurgarden,AIK,0,0
2018-10-21,Hacken,Ostersunds,2,0
2018-10-21,Elfsborg,Sundsvall,2,0
2018-10-21,Kalmar,Norrkoping,1,2
2018-10-21,Trelleborgs,Sirius,1,2
2018-10-22,Brommapojkarna,Goteborg,0,2
2018-10-26,Goteborg,Sundsvall,1,2
2018-10-26,Trelleborgs,Elfsborg,2,2
2018-10-27,Dalkurd,Hacken,0,5
2018-10-28,Hammarby,Kalmar,0,0
2018-10-28,Orebro,Djurgarden,1,1
2018-10-28,Norrkoping,Ostersunds,4,2
2018-10-28,Sirius,Brommapojkarna,4,2
2018-10-29,AIK,Malmo FF,1,1
2018-10-30,Elfsborg,Dalkurd,0,0
2018-10-31,Brommapojkarna,Norrkoping,0,1
2018-10-31,Djurgarden,Goteborg,2,0
2018-10-31,Hacken,Sirius,2,1
2018-10-31,Kalmar,Trelleborgs,2,1
2018-10-31,Sundsvall,Hammarby,2,3
2018-11-01,Malmo FF,Orebro,4,0
2018-11-01,Ostersunds,AIK,1,2
2018-11-04,Goteborg,Malmo FF,0,3
2018-11-04,Norrkoping,Orebro,3,2
2018-11-04,AIK,Sundsvall,0,0
2018-11-04,Hammarby,Hacken,1,0
2018-11-05,Dalkurd,Djurgarden,1,2
2018-11-05,Elfsborg,Brommapojkarna,1,2
2018-11-05,Sirius,Kalmar,1,1
2018-11-05,Trelleborgs,Ostersunds,0,1
2018-11-11,Brommapojkarna,Trelleborgs,3,0
2018-11-11,Djurgarden,Sirius,1,0
2018-11-11,Hacken,Norrkoping,0,1
2018-11-11,Kalmar,AIK,0,1
2018-11-11,Malmo FF,Elfsborg,2,0
2018-11-11,Orebro,Goteborg,1,3
2018-11-11,Ostersunds,Hammarby,3,3
2018-11-11,Sundsvall,Dalkurd,0,1
2018-11-22,AFC Eskilstuna,Brommapojkarna,0,1
2018-11-25,Brommapojkarna,AFC Eskilstuna,1,2
2019-03-31,AIK,Ostersunds,0,0
2019-03-31,Falkenbergs,Orebro,1,0
2019-03-31,Kalmar,Sirius,0,2
2019-03-31,AFC Eskilstuna,Goteborg,3,1
2019-03-31,Helsingborg,Norrkoping,3,1
2019-04-01,Djurgarden,Sundsvall,2,2
2019-04-01,Elfsborg,Hammarby,1,1
2019-04-01,Malmo FF,Hacken,1,1
2019-04-06,Hacken,Helsingborg,2,1
2019-04-06,Sundsvall,Malmo FF,3,1
2019-04-07,Goteborg,Elfsborg,3,0
2019-04-07,Ostersunds,Falkenbergs,3,2
2019-04-07,Hammarby,Kalmar,1,1
2019-04-08,Norrkoping,AIK,0,0
2019-04-08,Orebro,Djurgarden,0,3
2019-04-08,Sirius,AFC Eskilstuna,3,2
2019-04-12,AFC Eskilstuna,Orebro,1,1
2019-04-13,Falkenbergs,Hacken,0,3
2019-04-13,Kalmar,Norrkoping,2,2
2019-04-14,AIK,Sirius,2,1
2019-04-14,Elfsborg,Sundsvall,3,1
2019-04-14,Malmo FF,Ostersunds,2,0
2019-04-15,Djurgarden,Goteborg,2,1
2019-04-15,Helsingborg,Hammarby,2,1
2019-04-19,Ostersunds,Elfsborg,1,1
2019-04-19,Norrkoping,Falkenbergs,4,3
2019-04-19,Orebro,AIK,2,1
2019-04-20,Sundsvall,Kalmar,1,2
2019-04-20,Sirius,Malmo FF,0,1
2019-04-21,Hacken,Djurgarden,0,1
2019-04-21,Hammarby,AFC Eskilstuna,3,1
