Date,HomeTeam,AwayTeam,FTHG,FTAG
2019-04-22,Goteborg,Helsingborg,3,1
2019-04-24,AFC Eskilstuna,Ostersunds,0,1
2019-04-24,AIK,Hacken,1,0
2019-04-24,Elfsborg,Orebro,4,2
2019-04-24,Falkenbergs,Sirius,0,0
2019-04-24,Malmo FF,Hammarby,4,1
2019-04-25,Djurgarden,Norrkoping,1,1
2019-04-25,Helsingborg,Sundsvall,1,1
2019-04-25,Kalmar,Goteborg,1,1
2019-04-27,Sirius,Elfsborg,2,4
2019-04-28,Hacken,AFC Eskilstuna,3,0
2019-04-28,Hammarby,Djurgarden,2,1
2019-04-28,Norrkoping,Malmo FF,1,1
2019-04-29,Goteborg,AIK,3,0
2019-04-29,Orebro,Kalmar,1,1
2019-04-29,Ostersunds,Helsingborg,3,0
2019-04-29,Sundsvall,Falkenbergs,3,1
2019-05-04,AIK,AFC Eskilstuna,2,1
2019-05-04,Sirius,Goteborg,2,4
2019-05-05,Falkenbergs,Malmo FF,1,2
2019-05-05,Hacken,Sundsvall,1,0
2019-05-05,Kalmar,Ostersunds,1,1
2019-05-05,Orebro,Hammarby,2,3
2019-05-06,Elfsborg,Norrkoping,0,0
2019-05-06,Helsingborg,Djurgarden,1,1
2019-05-10,Hammarby,Sirius,2,0
2019-05-11,Ostersunds,Hacken,1,1
2019-05-11,AFC Eskilstuna,Falkenbergs,0,0
2019-05-11,Kalmar,Helsingborg,1,0
2019-05-11,Sundsvall,Orebro,1,2
2019-05-12,Djurgarden,AIK,0,2
2019-05-12,Malmo FF,Elfsborg,4,1
2019-05-13,Norrkoping,Goteborg,1,2
2019-05-14,Hammarby,Ostersunds,4,0
2019-05-15,Elfsborg,AFC Eskilstuna,1,0
2019-05-15,Falkenbergs,Djurgarden,0,3
2019-05-15,Hacken,Kalmar,1,0
2019-05-15,Helsingborg,AIK,1,3
2019-05-15,Sirius,Sundsvall,1,0
2019-05-16,Goteborg,Malmo FF,0,0
2019-05-16,Orebro,Norrkoping,1,2
2019-05-18,AFC Eskilstuna,Helsingborg,1,1
2019-05-19,Malmo FF,Kalmar,1,0
2019-05-19,Sirius,Hacken,3,4
2019-05-19,Djurgarden,Elfsborg,2,0
2019-05-20,AIK,Falkenbergs,2,0
2019-05-20,Goteborg,Hammarby,0,0
2019-05-20,Norrkoping,Sundsvall,2,0
2019-05-20,Ostersunds,Orebro,1,3
2019-05-24,Sundsvall,AIK,1,1
2019-05-25,Hacken,Goteborg,1,2
2019-05-25,Malmo FF,AFC Eskilstuna,5,0
2019-05-25,Helsingborg,Falkenbergs,1,1
2019-05-26,Djurgarden,Ostersunds,3,1
2019-05-26,Kalmar,Elfsborg,1,1
2019-05-27,Hammarby,Norrkoping,2,2
2019-05-27,Orebro,Sirius,0,2
2019-05-28,Malmo FF,Sundsvall,2,1
2019-06-01,Goteborg,Orebro,0,1
2019-06-01,Sirius,Djurgarden,0,2
2019-06-01,Falkenbergs,Kalmar,0,0
2019-06-01,Ostersunds,Sundsvall,1,1
2019-06-02,AFC Eskilstuna,Norrkoping,0,2
2019-06-02,AIK,Hammarby,2,0
2019-06-02,Elfsborg,Hacken,0,0
2019-06-02,Helsingborg,Malmo FF,0,1
2019-06-25,AIK,Norrkoping,0,2
2019-06-28,Orebro,Helsingborg,0,1
2019-06-29,Ostersunds,Goteborg,0,0
2019-06-29,Falkenbergs,Elfsborg,2,1
2019-06-29,Sundsvall,AFC Eskilstuna,0,0
2019-06-30,AIK,Malmo FF,0,0
2019-06-30,Norrkoping,Sirius,0,1
2019-07-01,Djurgarden,Kalmar,2,0
2019-07-01,Hacken,Hammarby,2,0
2019-07-06,Kalmar,AIK,0,1
2019-07-06,Sirius,Ostersunds,1,1
2019-07-06,Goteborg,Sundsvall,2,1
2019-07-06,Malmo FF,Orebro,2,1
2019-07-07,Hammarby,Falkenbergs,6,2
2019-07-07,Norrkoping,Hacken,2,1
2019-07-08,AFC Eskilstuna,Djurgarden,1,1
2019-07-08,Elfsborg,Helsingborg,1,1
2019-07-13,AIK,Elfsborg,3,0
2019-07-13,Falkenbergs,Goteborg,1,1
2019-07-13,AFC Eskilstuna,Kalmar,3,1
2019-07-14,Hacken,Orebro,3,0
2019-07-14,Ostersunds,Norrkoping,2,1
2019-07-14,Djurgarden,Malmo FF,1,1
2019-07-15,Helsingborg,Sirius,1,0
2019-07-15,Sundsvall,Hammarby,2,3
2019-07-20,AIK,Helsingborg,2,0
2019-07-20,Orebro,Falkenbergs,4,0
2019-07-20,Sundsvall,Hacken,0,1
2019-07-21,Goteborg,AFC Eskilstuna,1,0
2019-07-21,Malmo FF,Sirius,1,1
2019-07-21,Norrkoping,Ostersunds,3,0
2019-07-22,Hammarby,Elfsborg,5,2
2019-07-22,Kalmar,Djurgarden,0,1
2019-07-27,Falkenbergs,Sundsvall,2,0
2019-07-27,Sirius,AIK,0,2
2019-07-27,AFC Eskilstuna,Hammarby,1,6
2019-07-28,Djurgarden,Hacken,2,0
2019-07-28,Ostersunds,Malmo FF,0,0
2019-07-28,Goteborg,Norrkoping,0,0
2019-07-29,Elfsborg,Kalmar,2,1
2019-07-29,Helsingborg,Orebro,1,4
2019-08-03,Ostersunds,AFC Eskilstuna,1,2
2019-08-03,Falkenbergs,Helsingborg,1,1
2019-08-04,Kalmar,Hammarby,2,2
2019-08-04,Hacken,Sirius,4,1
2019-08-05,Elfsborg,Djurgarden,0,1
2019-08-05,Orebro,Goteborg,2,2
2019-08-10,Djurgarden,Sirius,4,0
2019-08-10,Sundsvall,Ostersunds,1,1
2019-08-11,AFC Eskilstuna,AIK,2,4
2019-08-11,Hacken,Malmo FF,1,1
2019-08-11,Hammarby,Helsingborg,2,1
2019-08-11,Norrkoping,Elfsborg,2,0
2019-08-12,Goteborg,Falkenbergs,1,1
2019-08-12,Kalmar,Orebro,1,1
2019-08-17,Hammarby,Sundsvall,3,0
2019-08-18,AIK,Kalmar,1,2
2019-08-18,Orebro,Hacken,1,2
2019-08-18,Sirius,Norrkoping,0,2
2019-08-18,Malmo FF,Falkenbergs,5,0
2019-08-19,Djurgarden,AFC Eskilstuna,3,0
2019-08-19,Elfsborg,Ostersunds,4,1
2019-08-19,Helsingborg,Goteborg,1,2
2019-08-24,Sirius,Orebro,3,4
2019-08-25,AFC Eskilstuna,Hacken,0,2
2019-08-25,Norrkoping,Helsingborg,5,0
2019-08-25,Ostersunds,AIK,1,3
2019-08-25,Malmo FF,Djurgarden,0,1
2019-08-26,Falkenbergs,Hammarby,0,2
2019-08-26,Goteborg,Kalmar,4,0
2019-08-26,Sundsvall,Elfsborg,1,2
2019-08-30,Helsingborg,Ostersunds,2,0
2019-08-31,Elfsborg,Sirius,1,1
2019-08-31,Orebro,AFC Eskilstuna,3,1
2019-09-01,AIK,Djurgarden,1,0
2019-09-01,Kalmar,Malmo FF,0,5
2019-09-01,Sundsvall,Goteborg,0,2
2019-09-01,Hacken,Falkenbergs,4,1
2019-09-01,Norrkoping,Hammarby,2,0
2019-09-13,Sirius,Falkenbergs,2,0
2019-09-14,Orebro,Sundsvall,0,0
2019-09-14,Ostersunds,Kalmar,1,2
2019-09-15,Hacken,AIK,1,2
2019-09-15,Hammarby,Goteborg,6,2
2019-09-15,Malmo FF,Norrkoping,1,0
2019-09-16,AFC Eskilstuna,Elfsborg,2,2
2019-09-16,Djurgarden,Helsingborg,2,0
2019-09-20,Sundsvall,Djurgarden,1,4
2019-09-21,Falkenbergs,Ostersunds,1,0
2019-09-21,Kalmar,Hacken,1,1
2019-09-21,Norrkoping,Orebro,3,0
2019-09-21,Goteborg,Sirius,2,1
2019-09-22,Hammarby,AIK,2,1
2019-09-22,Elfsborg,Malmo FF,0,3
2019-09-22,Helsingborg,AFC Eskilstuna,2,1
2019-09-24,Djurgarden,Falkenbergs,1,0
2019-09-24,Kalmar,Sundsvall,0,2
2019-09-25,AIK,Goteborg,1,0
2019-09-25,Hacken,Elfsborg,1,2
2019-09-25,Orebro,Ostersunds,2,0
2019-09-25,Sirius,Hammarby,1,3
2019-09-26,Malmo FF,Helsingborg,3,0
2019-09-26,Norrkoping,AFC Eskilstuna,4,0
2019-09-29,Elfsborg,AIK,1,1
2019-09-29,Goteborg,Hacken,0,0
2019-09-29,Sundsvall,Sirius,2,1
2019-09-29,AFC Eskilstuna,Malmo FF,0,1
2019-09-29,Falkenbergs,Norrkoping,0,2
2019-09-30,Hammarby,Orebro,5,1
2019-09-30,Helsingborg,Kalmar,2,0
2019-09-30,Ostersunds,Djurgarden,1,2
2019-10-05,Sundsvall,Norrkoping,4,4
2019-10-05,AIK,Orebro,2,0
2019-10-05,Sirius,Helsingborg,2,1
2019-10-06,Djurgarden,Hammarby,1,2
2019-10-06,Hacken,Ostersunds,1,1
2019-10-06,Kalmar,AFC Eskilstuna,0,0
2019-10-06,Elfsborg,Falkenbergs,4,0
2019-10-06,Malmo FF,Goteborg,1,0
2019-10-18,AFC Eskilstuna,Sundsvall,1,0
2019-10-19,Helsingborg,Hacken,0,2
2019-10-19,Ostersunds,Sirius,2,0
2019-10-20,Falkenbergs,AIK,1,5
2019-10-20,Hammarby,Malmo FF,2,0
2019-10-20,Norrkoping,Kalmar,1,0
2019-10-21,Goteborg,Djurgarden,0,1
2019-10-21,Orebro,Elfsborg,2,2
2019-10-26,Sundsvall,Helsingborg,1,2
2019-10-26,Kalmar,Falkenbergs,2,3
2019-10-27,AFC Eskilstuna,Sirius,0,0
2019-10-27,Hacken,Norrkoping,0,1
2019-10-27,Ostersunds,Hammarby,1,2
2019-10-28,Djurgarden,Orebro,3,0
2019-10-28,Elfsborg,Goteborg,2,0
2019-10-28,Malmo FF,AIK,2,0
2019-11-02,AIK,Sundsvall,2,1
2019-11-02,Falkenbergs,AFC Eskilstuna,1,0
2019-11-02,Goteborg,Ostersunds,7,1
2019-11-02,Hammarby,Hacken,4,1
2019-11-02,Helsingborg,Elfsborg,1,2
2019-11-02,Norrkoping,Djurgarden,2,2
2019-11-02,Orebro,Malmo FF,0,5
2019-11-02,Sirius,Kalmar,3,0
2019-11-06,Brage,Kalmar,0,2
2019-11-10,Kalmar,Brage,2,2
2020-06-14,Sirius,Djurgarden,0,2
2020-06-14,Goteborg,Elfsborg,0,1
2020-06-14,Norrkoping,Kalmar,2,1
2020-06-14,Hammarby,Ostersunds,2,0
2020-06-14,Orebro,AIK,0,2
2020-06-15,Falkenbergs,Hacken,1,1
2020-06-15,Helsingborg,Varberg,0,3
2020-06-15,Malmo FF,Mjallby,2,0
2020-06-17,AIK,Norrkoping,1,4
2020-06-17,Djurgarden,Orebro,1,2
2020-06-17,Elfsborg,Hammarby,2,2
2020-06-18,Hacken,Malmo FF,1,1
2020-06-18,Kalmar,Helsingborg,4,0
2020-06-18,Mjallby,Falkenbergs,0,1
2020-06-18,Ostersunds,Sirius,0,2
2020-06-18,Varberg,Goteborg,1,2
2020-06-21,Falkenbergs,Kalmar,0,2
2020-06-21,Malmo FF,Varberg,2,2
2020-06-21,Norrkoping,Djurgarden,3,0
2020-06-21,Hammarby,AIK,0,2
2020-06-21,Orebro,Ostersunds,0,0
2020-06-22,Goteborg,Mjallby,2,2
2020-06-22,Helsingborg,Elfsborg,0,0
2020-06-22,Sirius,Hacken,2,2
2020-06-27,Ostersunds,Norrkoping,2,4
2020-06-28,Djurgarden,Kalmar,5,0
2020-06-28,Mjallby,Hammarby,2,1
2020-06-28,Sirius,Goteborg,2,2
2020-06-28,AIK,Malmo FF,2,2
2020-06-28,Elfsborg,Orebro,1,1
2020-06-29,Hacken,Helsingborg,1,0
2020-06-29,Varberg,Falkenbergs,3,1
2020-07-01,Kalmar,Ostersunds,1,2
2020-07-01,Malmo FF,Djurgarden,1,0
2020-07-01,Norrkoping,Elfsborg,1,1
2020-07-02,Falkenbergs,Sirius,1,2
2020-07-02,Goteborg,AIK,1,0
2020-07-02,Hammarby,Varberg,1,0
2020-07-02,Helsingborg,Mjallby,0,1
2020-07-02,Orebro,Hacken,0,0
2020-07-05,AIK,Falkenbergs,1,1
2020-07-05,Elfsborg,Malmo FF,1,0
2020-07-05,Hacken,Hammarby,3,0
2020-07-05,Sirius,Orebro,2,1
2020-07-06,Djurgarden,Helsingborg,2,2
2020-07-06,Norrkoping,Goteborg,3,1
2020-07-06,Ostersunds,Mjallby,0,1
2020-07-06,Varberg,Kalmar,1,0
2020-07-11,Falkenbergs,Ostersunds,0,1
2020-07-11,Hammarby,Sirius,0,0
2020-07-12,Helsingborg,AIK,2,0
2020-07-12,Orebro,Varberg,1,0
2020-07-12,Goteborg,Djurgarden,1,2
2020-07-12,Mjallby,Hacken,3,1
2020-07-13,Kalmar,Elfsborg,1,2
2020-07-13,Malmo FF,Norrkoping,1,1
2020-07-15,AIK,Sirius,1,0
2020-07-15,Djurgarden,Falkenbergs,1,0
2020-07-15,Goteborg,Helsingborg,1,1
2020-07-16,Hacken,Elfsborg,6,0
2020-07-16,Kalmar,Hammarby,1,2
2020-07-16,Norrkoping,Orebro,2,0
2020-07-16,Ostersunds,Malmo FF,1,2
2020-07-16,Varberg,Mjallby,1,0
2020-07-19,Malmo FF,Kalmar,2,1
2020-07-19,Sirius,Norrkoping,4,2
2020-07-19,Varberg,AIK,2,2
2020-07-19,Elfsborg,Djurgarden,1,0
2020-07-19,Falkenbergs,Helsingborg,2,2
2020-07-19,Ostersunds,Hacken,2,2
2020-07-20,Hammarby,Goteborg,1,1
2020-07-20,Orebro,Mjallby,3,1
2020-07-22,Djurgarden,Ostersunds,0,0
2020-07-22,Hacken,AIK,4,0
2020-07-22,Norrkoping,Varberg,2,0
2020-07-23,Goteborg,Falkenbergs,2,2
2020-07-23,Helsingborg,Orebro,1,1
2020-07-23,Kalmar,Sirius,1,1
2020-07-23,Malmo FF,Hammarby,3,0
2020-07-23,Mjallby,Elfsborg,0,5
2020-07-26,Elfsborg,Varberg,3,3
2020-07-26,Falkenbergs,Norrkoping,3,3
2020-07-26,Hacken,Goteborg,0,0
2020-07-26,AIK,Djurgarden,0,1
2020-07-26,Sirius,Malmo FF,2,5
2020-07-27,Hammarby,Orebro,3,0
2020-07-27,Mjallby,Kalmar,2,2
2020-07-27,Ostersunds,Helsingborg,0,0
2020-08-01,Djurgarden,Hacken,3,1
2020-08-01,Orebro,Falkenbergs,1,2
2020-08-02,Helsingborg,Hammarby,1,1
2020-08-02,Goteborg,Malmo FF,0,3
2020-08-02,Varberg,Ostersunds,1,1
2020-08-02,Kalmar,AIK,0,0
2020-08-03,Elfsborg,Sirius,3,3
2020-08-03,Norrkoping,Mjallby,1,1
2020-08-05,Hammarby,Falkenbergs,1,1
2020-08-05,Malmo FF,Helsingborg,4,1
2020-08-05,Varberg,Djurgarden,1,2
2020-08-06,AIK,Elfsborg,1,2
2020-08-06,Goteborg,Ostersunds,2,2
2020-08-06,Hacken,Norrkoping,2,1
2020-08-06,Kalmar,Orebro,0,3
2020-08-06,Mjallby,Sirius,1,1
2020-08-09,Falkenbergs,Malmo FF,0,1
2020-08-09,Hacken,Kalmar,0,2
2020-08-09,Orebro,Goteborg,1,1
2020-08-09,Djurgarden,Hammarby,1,2
2020-08-09,Mjallby,AIK,3,1
2020-08-09,Ostersunds,Elfsborg,0,1
2020-08-10,Helsingborg,Norrkoping,3,2
2020-08-10,Sirius,Varberg,3,3
2020-08-12,Djurgarden,Mjallby,2,1
2020-08-12,Malmo FF,Orebro,2,1
2020-08-13,AIK,Ostersunds,0,1
2020-08-13,Elfsborg,Falkenbergs,4,2
2020-08-13,Kalmar,Goteborg,1,1
2020-08-13,Norrkoping,Hammarby,1,2
2020-08-13,Sirius,Helsingborg,3,1
2020-08-13,Varberg,Hacken,1,3
2020-08-15,Orebro,Djurgarden,0,3
2020-08-16,Falkenbergs,AIK,1,1
2020-08-16,Hammarby,Elfsborg,2,2
2020-08-16,Mjallby,Malmo FF,2,2
2020-08-17,Goteborg,Norrkoping,1,3
2020-08-17,Hacken,Varberg,2,1
2020-08-17,Helsingborg,Sirius,1,2
2020-08-17,Ostersunds,Kalmar,2,0
2020-08-22,Djurgarden,Goteborg,2,2
2020-08-22,Sirius,Hammarby,3,1
2020-08-23,Elfsborg,Ostersunds,0,1
2020-08-23,Malmo FF,Falkenbergs,2,1
2020-08-23,AIK,Helsingborg,2,0
2020-08-23,Varberg,Orebro,2,1
2020-08-24,Kalmar,Mjallby,1,4
2020-08-24,Norrkoping,Hacken,0,1
2020-08-29,Ostersunds,Falkenbergs,2,1
2020-08-29,Varberg,Sirius,2,0
2020-08-30,AIK,Hacken,0,1
2020-08-30,Helsingborg,Djurgarden,3,1
2020-08-30,Mjallby,Goteborg,1,1
2020-08-30,Hammarby,Kalmar,3,3
2020-08-30,Malmo FF,Elfsborg,1,1
2020-08-30,Orebro,Norrkoping,4,3
2020-09-09,Helsingborg,Kalmar,1,1
2020-09-10,Goteborg,Hammarby,0,4
2020-09-10,Norrkoping,Ostersunds,2,2
2020-09-10,Orebro,Malmo FF,3,2
2020-09-12,Djurgarden,Elfsborg,1,1
2020-09-13,Falkenbergs,Goteborg,0,3
2020-09-13,Hammarby,Helsingborg,2,2
2020-09-13,Malmo FF,AIK,0,0
2020-09-13,Mjallby,Varberg,2,3
2020-09-14,Hacken,Sirius,1,1
2020-09-14,Kalmar,Norrkoping,0,2
2020-09-14,Ostersunds,Orebro,0,0
2020-09-17,Elfsborg,Mjallby,2,2
2020-09-17,Falkenbergs,Varberg,2,0
2020-09-20,AIK,Hammarby,3,0
2020-09-20,Ostersunds,Djurgarden,1,1
2020-09-20,Goteborg,Kalmar,1,2
2020-09-20,Norrkoping,Malmo FF,1,1
2020-09-21,Elfsborg,Hacken,1,1
2020-09-21,Mjallby,Orebro,1,0
2020-09-21,Sirius,Falkenbergs,2,1
2020-09-21,Varberg,Helsingborg,1,3
2020-09-26,Orebro,Sirius,2,1
2020-09-27,Falkenbergs,Hammarby,1,3
2020-09-27,Helsingborg,Ostersunds,0,1
2020-09-27,Malmo FF,Hacken,3,0
2020-09-27,Djurgarden,Norrkoping,1,2
2020-09-27,Elfsborg,Goteborg,0,0
2020-09-28,AIK,Mjallby,1,0
2020-09-28,Kalmar,Varberg,1,1
2020-10-03,Hacken,Falkenbergs,3,0
2020-10-03,Orebro,Elfsborg,3,2
2020-10-04,Hammarby,Djurgarden,1,1
2020-10-04,Mjallby,Helsingborg,3,2
2020-10-04,Ostersunds,AIK,1,2
2020-10-04,Goteborg,Varberg,1,0
2020-10-04,Kalmar,Malmo FF,0,4
2020-10-04,Norrkoping,Sirius,1,2
2020-10-17,Falkenbergs,Orebro,2,1
2020-10-18,Elfsborg,Kalmar,3,1
2020-10-18,Hammarby,Mjallby,4,2
2020-10-18,Sirius,Ostersunds,2,3
2020-10-18,AIK,Goteborg,2,0
2020-10-18,Varberg,Norrkoping,1,3
2020-10-19,Djurgarden,Malmo FF,3,2
2020-10-19,Helsingborg,Hacken,0,0
2020-10-24,Djurgarden,Sirius,4,0
2020-10-24,Hacken,Mjallby,2,2
2020-10-25,Kalmar,Falkenbergs,0,0
2020-10-25,Ostersunds,Hammarby,1,3
2020-10-25,Malmo FF,Goteborg,3,1
2020-10-25,Orebro,Helsingborg,3,2
2020-10-26,Norrkoping,AIK,2,2
2020-10-26,Varberg,Elfsborg,0,0
2020-10-28,Hacken,Djurgarden,0,2
2020-10-29,Sirius,AIK,0,0
2020-11-01,Elfsborg,Norrkoping,2,1
2020-11-01,Mjallby,Ostersunds,3,0
2020-11-01,Sirius,Kalmar,2,2
2020-11-01,Falkenbergs,Djurgarden,3,2
2020-11-01,Goteborg,Orebro,0,1
2020-11-01,Hammarby,Hacken,1,1
2020-11-02,AIK,Varberg,1,0
2020-11-02,Helsingborg,Malmo FF,0,1
2020-11-07,Falkenbergs,Elfsborg,1,3
2020-11-07,Hacken,Ostersunds,2,1
2020-11-07,Mjallby,Norrkoping,2,0
2020-11-08,Djurgarden,AIK,0,1
2020-11-08,Orebro,Kalmar,0,1
2020-11-08,Varberg,Hammarby,5,2
2020-11-08,Helsingborg,Goteborg,0,1
2020-11-08,Malmo FF,Sirius,4,0
2020-11-22,AIK,Orebro,0,2
2020-11-22,Elfsborg,Helsingborg,2,1
2020-11-22,Kalmar,Djurgarden,0,3
2020-11-22,Hammarby,Malmo FF,2,2
2020-11-22,Ostersunds,Varberg,0,4
2020-11-23,Goteborg,Hacken,1,1
2020-11-23,Norrkoping,Falkenbergs,4,1
2020-11-23,Sirius,Mjallby,0,1
2020-11-29,Helsingborg,Falkenbergs,0,0
2020-11-29,Ostersunds,Goteborg,0,4
2020-11-29,Varberg,Malmo FF,3,2
2020-11-29,Hacken,Orebro,3,0
2020-11-29,Mjallby,Djurgarden,2,1
2020-11-29,Sirius,Elfsborg,1,1
2020-11-30,AIK,Kalmar,0,1
2020-11-30,Hammarby,Norrkoping,0,1
2020-12-06,Djurgarden,Varberg,1,0
2020-12-06,Elfsborg,AIK,2,2
2020-12-06,Falkenbergs,Mjallby,2,3
2020-12-06,Goteborg,Sirius,2,0
2020-12-06,Kalmar,Hacken,0,0
2020-12-06,Malmo FF,Ostersunds,4,0
2020-12-06,Norrkoping,Helsingborg,3,4
2020-12-06,Orebro,Hammarby,2,1
2020-12-09,Jonkopings,Kalmar,1,3
2020-12-13,Kalmar,Jonkopings,1,0
2021-04-10,Malmo FF,Hammarby,3,2
2021-04-10,Orebro,Goteborg,0,0
2021-04-11,Halmstad,Hacken,1,0
2021-04-11,Mjallby,Varberg,0,0
2021-04-11,Elfsborg,Djurgarden,0,2
2021-04-11,Norrkoping,Sirius,1,1
2021-04-12,AIK,Degerfors,2,0
2021-04-12,Kalmar,Ostersunds,0,0
2021-04-17,Hammarby,Mjallby,2,0
2021-04-18,Degerfors,Kalmar,0,1
2021-04-18,Hacken,Malmo FF,1,2
2021-04-18,Ostersunds,Orebro,5,0
2021-04-18,Djurgarden,Norrkoping,1,0
2021-04-18,Sirius,Halmstad,1,0
2021-04-19,Goteborg,AIK,2,0
2021-04-19,Varberg,Elfsborg,1,3
2021-04-24,Hacken,Sirius,1,2
2021-04-25,Kalmar,Orebro,1,0
2021-04-25,Norrkoping,Halmstad,2,1
2021-04-25,Varberg,Djurgarden,1,3
2021-04-25,AIK,Hammarby,2,0
2021-04-25,Malmo FF,Ostersunds,1,1
2021-04-26,Elfsborg,Mjallby,1,0
2021-04-26,Goteborg,Degerfors,2,3
2021-05-01,Sirius,Kalmar,1,1
2021-05-01,Hammarby,Hacken,1,1
2021-05-02,Halmstad,Goteborg,1,1
2021-05-02,Orebro,Norrkoping,0,3
2021-05-02,Ostersunds,Varberg,1,2
2021-05-02,AIK,Elfsborg,1,0
2021-05-03,Djurgarden,Malmo FF,3,1
2021-05-03,Mjallby,Degerfors,1,0
2021-05-08,Goteborg,Hacken,1,1
2021-05-08,Hammarby,Sirius,3,2
2021-05-08,Elfsborg,Kalmar,2,2
2021-05-08,Orebro,Halmstad,1,0
2021-05-09,Degerfors,Djurgarden,2,0
2021-05-09,Mjallby,Ostersunds,1,0
2021-05-09,Malmo FF,Varberg,3,2
2021-05-10,Norrkoping,AIK,2,0
2021-05-12,Djurgarden,Ostersunds,2,0
2021-05-12,Hacken,Orebro,2,3
2021-05-12,Kalmar,Goteborg,0,0
2021-05-12,Sirius,Elfsborg,0,2
2021-05-12,Varberg,Hammarby,1,3
2021-05-13,Halmstad,Mjallby,1,1
2021-05-13,AIK,Malmo FF,1,1
2021-05-13,Norrkoping,Degerfors,1,1
2021-05-16,Hammarby,Djurgarden,2,2
2021-05-17,Elfsborg,Halmstad,2,3
2021-05-17,Goteborg,Sirius,2,2
